,ID,innings,total_run,Venue,batter1,batter2,batter3,batter4,batter5,bowler1,bowler2,bowler3,bowler4
463,1178398,2,65,21,27,74,183,4,84,31,100,105,141
464,1178397,1,32,31,78,67,151,89,84,181,150,83,62
465,1178397,2,26,31,131,2,19,104,2,91,89,191,141
466,1178396,1,43,38,98,3,157,89,84,76,136,263,22
467,1178396,2,42,38,93,29,124,89,84,141,193,234,141
468,1178395,1,32,20,40,113,16,129,12,160,205,173,141
469,1178395,2,87,20,20,36,129,18,84,191,101,174,11
470,1178394,1,39,34,50,90,156,110,84,91,74,86,63
471,1178394,2,57,34,120,129,124,89,84,30,241,202,135
472,1178393,1,30,21,98,3,157,89,84,88,53,47,179
473,1178393,2,34,21,27,146,183,4,84,141,193,234,141
474,1175372,1,41,20,76,81,158,89,84,160,205,150,141
475,1175372,2,40,20,96,17,191,89,84,150,59,229,141
476,1175371,1,29,0,50,90,35,118,84,31,247,91,91
477,1175371,2,44,0,41,140,110,89,84,12,241,202,36
478,1175370,1,26,46,141,143,19,104,84,8,219,173,141
479,1175370,2,52,46,132,113,124,89,84,123,85,238,62
480,1175369,1,58,38,119,30,124,89,84,141,193,38,141
481,1175369,2,45,38,98,3,157,54,84,91,74,29,154
482,1175368,1,23,31,76,81,158,112,130,218,198,66,141
483,1175368,2,44,31,4,158,32,89,84,150,59,173,141
484,1175367,1,46,21,52,140,57,78,84,20,212,83,176
485,1175367,2,54,21,141,143,65,89,84,31,93,250,112
486,1175366,1,44,34,73,24,183,89,84,81,59,196,141
487,1175366,2,25,34,76,81,148,121,84,218,198,3,141
488,1175365,1,25,0,41,59,164,78,134,58,150,83,198
489,1175365,2,62,0,5,143,124,89,84,31,93,273,212
490,1175364,1,68,31,73,24,124,89,84,20,85,238,131
491,1175364,2,52,31,5,143,65,104,84,218,198,47,4
492,1175363,1,56,34,76,81,124,89,84,218,198,47,81
493,1175363,2,47,34,73,24,183,4,84,150,97,59,141
494,1175362,1,42,20,39,81,158,27,84,181,22,83,90
495,1175362,2,53,20,107,143,124,89,84,81,59,196,166
496,1175361,1,46,11,20,59,57,78,133,76,191,149,221
497,1175361,2,48,11,9,159,124,89,84,31,141,91,91
498,1175360,1,30,0,79,165,156,110,24,181,85,160,154
499,1175360,2,27,0,107,118,19,48,53,110,12,162,230
500,1175359,1,57,38,102,7,124,89,84,141,109,190,141
501,1175359,2,45,38,6,108,157,8,84,180,94,7,105
502,1175358,1,46,46,3,23,183,89,84,76,58,149,221
503,1175358,2,46,46,9,159,126,89,84,218,188,13,141
504,1175357,1,44,11,71,136,55,112,84,26,74,165,63
505,1175357,2,45,11,31,129,129,89,84,150,97,59,141
506,1175356,1,37,21,102,7,164,89,84,31,103,243,78
507,1175356,2,27,21,52,17,57,25,74,8,7,128,141
508,1136620,1,38,46,50,133,113,110,84,141,109,16,141
509,1136620,2,19,46,6,108,120,8,84,11,152,4,162
510,1136619,1,45,11,96,129,23,34,84,70,150,238,154
511,1136619,2,29,11,141,116,141,12,84,26,74,70,141
512,1136618,1,60,11,52,43,124,89,84,218,188,82,122
513,1136618,2,20,11,26,24,183,4,115,31,103,139,141
514,1136617,1,41,46,39,136,148,89,84,76,236,149,141
515,1136617,2,50,46,93,159,89,89,84,81,59,196,141
516,1136616,1,54,24,107,154,141,89,84,8,7,128,141
517,1136616,2,44,24,102,7,164,92,84,181,150,104,154
518,1136615,1,56,0,73,24,183,89,84,150,59,97,141
519,1136615,2,52,0,71,41,124,89,84,54,250,206,173
520,1136614,1,29,34,50,133,113,110,8,141,171,16,141
521,1136614,2,38,34,98,135,8,89,84,11,5,162,17
522,1136613,1,45,38,102,7,124,89,84,107,103,243,141
523,1136613,2,36,38,52,43,116,89,84,78,7,9,141
524,1136612,1,50,0,58,129,129,89,84,76,124,149,13
525,1136612,2,34,0,93,159,89,33,65,208,74,70,141
526,1136611,1,43,20,39,81,124,89,84,110,12,4,162
527,1136611,2,56,20,115,58,156,89,84,100,97,196,55
528,1136610,1,26,46,6,98,157,29,84,216,103,243,141
529,1136610,2,48,46,52,43,116,78,84,141,38,16,141
530,1136609,1,43,11,102,7,124,89,84,218,198,206,141
531,1136609,2,54,11,73,24,183,89,84,78,180,7,141
532,1136608,1,23,16,107,33,141,12,84,76,203,149,141
533,1136608,2,41,16,93,159,89,89,84,123,195,52,141
534,1136607,1,57,46,58,129,124,89,84,149,7,92,141
535,1136607,2,62,46,102,7,14,89,84,26,74,70,29
536,1136606,1,58,24,115,58,124,89,84,218,232,206,70
537,1136606,2,42,24,142,24,102,89,84,11,5,36,133
538,1136605,1,45,0,6,108,157,84,84,31,103,243,141
539,1136605,2,53,0,20,43,116,89,84,141,15,84,153
540,1136604,1,33,16,31,129,83,22,84,14,92,149,226
541,1136604,2,64,16,146,29,126,89,84,166,233,165,0
542,1136603,1,42,38,39,127,124,89,84,110,5,36,133
543,1136603,2,53,38,115,58,156,77,84,48,123,196,141
544,1136602,1,41,0,89,108,157,29,84,218,188,82,141
545,1136602,2,36,0,73,24,183,131,4,141,171,173,141
546,1136601,1,41,11,102,7,127,89,84,100,59,60,159
547,1136601,2,45,11,117,41,124,89,84,19,220,7,105
548,1136600,1,52,38,115,58,156,89,84,76,203,149,221
549,1136600,2,49,38,34,159,89,89,84,12,5,148,17
550,1136599,1,39,34,51,143,124,89,84,141,38,183,35
551,1136599,2,48,34,89,98,124,89,84,123,195,191,101
552,1136598,1,39,16,58,129,129,89,84,216,36,243,112
553,1136598,2,42,16,20,43,116,89,84,60,29,261,141
554,1136597,1,37,46,145,155,102,89,84,0,180,128,141
555,1136597,2,48,46,102,7,124,89,84,218,188,66,141
556,1136596,1,28,34,50,133,109,110,84,76,136,258,141
557,1136596,2,61,34,34,159,89,89,84,12,5,143,141
558,1136595,1,44,24,89,98,157,89,84,158,195,52,131
559,1136595,2,40,24,51,143,124,89,84,141,38,183,141
560,1136594,1,50,16,96,129,36,89,84,4,14,162,36
561,1136594,2,44,16,79,58,156,110,84,26,108,165,82
562,1136593,1,54,11,34,159,124,89,84,181,195,204,141
563,1136593,2,49,11,5,118,168,54,15,76,203,149,221
564,1136592,1,43,0,86,135,124,89,84,100,97,196,191
565,1136592,2,48,0,39,127,158,89,84,141,38,45,147
566,1136591,1,46,20,20,43,124,89,84,218,66,130,165
567,1136591,2,35,20,142,24,183,4,115,216,36,243,91
568,1136590,1,42,24,34,159,89,65,84,8,180,7,105
569,1136590,2,40,24,102,7,124,89,84,76,203,149,221
570,1136589,1,38,20,96,129,67,89,84,70,195,160,198
571,1136589,2,31,20,107,118,168,54,84,60,237,70,141
572,1136588,1,43,38,39,85,158,27,84,77,36,273,202
573,1136588,2,37,38,41,17,73,89,84,177,97,196,141
574,1136587,1,33,24,96,25,149,53,84,125,241,4,36
575,1136587,2,48,24,79,133,107,89,84,26,108,261,64
576,1136586,1,56,0,102,7,124,89,84,76,236,149,187
577,1136586,2,61,0,34,71,184,89,84,8,180,244,7
578,1136585,1,33,34,73,158,32,89,84,141,193,183,141
579,1136585,2,53,34,86,135,123,89,84,218,188,13,141
580,1136584,1,42,20,51,143,124,89,84,110,12,268,36
581,1136584,2,37,20,115,58,107,89,84,181,150,83,141
582,1136583,1,56,46,39,81,158,89,84,26,74,261,63
583,1136583,2,47,46,96,129,36,89,84,36,97,60,159
584,1136582,1,68,0,41,17,124,89,84,110,12,36,230
585,1136582,2,45,0,115,86,109,127,84,77,141,173,141
586,1136581,1,64,38,102,7,169,89,84,141,193,183,141
587,1136581,2,33,38,126,98,123,29,84,8,219,246,79
588,1136580,1,52,34,71,41,124,89,84,158,195,160,198
589,1136580,2,46,34,51,143,141,89,84,36,97,196,141
590,1136579,1,46,20,31,129,124,89,84,218,4,186,141
591,1136579,2,46,20,142,24,124,89,84,166,74,261,29
592,1136578,1,50,11,29,159,49,65,84,31,176,105,202
593,1136578,2,60,11,20,43,124,89,84,76,203,149,221
594,1136577,1,35,24,125,86,147,89,84,8,221,244,79
595,1136577,2,49,24,102,7,169,89,84,212,35,148,5
596,1136576,1,51,31,86,135,124,89,84,9,237,95,181
597,1136576,2,40,31,31,129,129,22,84,162,172,190,147
598,1136575,1,25,38,51,143,141,54,84,218,188,82,141
599,1136575,2,35,38,142,24,124,89,84,181,195,173,141
600,1136574,1,28,46,102,7,169,132,84,81,44,173,141
601,1136574,2,36,46,76,81,158,89,84,187,180,246,141
602,1136573,1,66,11,27,155,124,89,84,95,14,36,141
603,1136573,2,50,11,74,90,107,110,14,218,188,82,108
604,1136572,1,49,31,45,143,141,89,84,194,36,243,141
605,1136572,2,32,31,83,43,73,78,84,123,178,238,141
606,1136571,1,27,20,29,159,126,33,131,36,97,173,141
607,1136571,2,45,20,76,81,124,89,84,111,236,263,141
608,1136570,1,45,11,102,7,169,89,84,110,5,36,162
609,1136570,2,33,11,125,58,147,9,25,0,219,246,141
610,1136569,1,47,46,119,105,124,89,84,141,62,213,147
611,1136569,2,44,46,89,98,157,13,84,60,233,70,12
612,1136568,1,40,20,27,155,183,131,84,123,195,238,141
613,1136568,2,32,20,45,143,141,54,15,218,188,82,141
614,1136567,1,50,34,41,17,124,89,84,177,44,196,141
615,1136567,2,51,34,76,81,124,89,84,115,129,243,91
616,1136566,1,47,38,86,135,123,29,84,76,245,149,226
617,1136566,2,37,38,29,159,192,33,66,141,33,183,141
618,1136565,1,32,21,41,17,73,78,84,123,195,238,141
619,1136565,2,26,21,45,143,124,89,84,107,224,243,78
620,1136564,1,25,34,71,85,158,83,84,141,193,34,141
621,1136564,2,43,34,6,98,124,89,84,36,97,196,141
622,1136563,1,42,11,27,155,183,89,84,76,236,263,18
623,1136563,2,51,11,144,29,192,33,84,202,250,206,70
624,1136562,1,41,31,102,7,169,89,84,91,74,165,224
625,1136562,2,58,31,97,129,124,89,84,0,219,246,79
626,1136561,1,20,46,6,98,132,29,103,111,236,173,141
627,1136561,2,44,46,144,29,124,89,84,141,193,183,141
628,1082650,1,27,35,20,43,73,89,84,4,18,268,36
629,1082650,2,40,35,115,58,107,89,84,107,224,91,202
630,1082649,1,23,19,119,106,83,22,49,218,188,186,122
631,1082649,2,40,19,27,155,183,131,84,60,155,173,141
632,1082648,1,31,19,102,7,169,132,84,160,72,238,141
633,1082648,2,44,19,131,38,124,89,84,0,219,246,65
634,1082647,1,48,46,20,43,124,89,84,76,236,149,226
635,1082647,2,49,46,29,159,49,91,84,107,224,105,202
636,1082646,1,30,13,71,85,158,112,84,70,72,215,198
637,1082646,2,54,13,131,38,141,89,84,177,44,196,141
638,1082645,1,52,24,71,85,124,89,84,198,236,18,226
639,1082645,2,46,24,34,29,184,65,84,36,97,173,141
640,1082644,1,54,11,76,81,124,89,84,31,224,243,141
641,1082644,2,56,11,83,43,73,89,84,36,97,196,141
642,1082643,1,45,14,144,36,41,74,84,31,103,139,202
643,1082643,2,46,14,83,43,73,89,84,76,5,258,141
644,1082642,1,31,13,27,155,183,72,84,120,150,106,87
645,1082642,2,38,13,114,143,124,89,84,83,73,206,122
646,1082641,1,38,46,97,105,83,89,84,125,35,12,141
647,1082641,2,27,46,115,90,124,89,84,60,89,175,141
648,1082640,1,45,14,75,7,137,89,84,76,5,258,18
649,1082640,2,39,14,29,156,49,89,84,165,205,173,141
650,1082639,1,41,32,114,143,84,104,84,55,25,173,141
651,1082639,2,36,32,76,81,158,27,84,120,150,83,141
652,1082638,1,24,35,115,90,177,80,84,141,193,34,147
653,1082638,2,56,35,6,98,101,89,84,30,12,17,141
654,1082637,1,40,32,27,155,183,56,84,60,76,86,30
655,1082637,2,37,32,97,105,36,40,84,83,143,148,141
656,1082636,1,35,19,132,7,137,89,84,31,159,243,141
657,1082636,2,40,19,83,43,73,78,84,173,221,204,105
658,1082635,1,38,13,114,143,84,104,84,76,5,149,221
659,1082635,2,46,13,144,36,41,74,84,70,212,156,141
660,1082634,1,43,35,86,3,101,29,84,55,25,48,141
661,1082634,2,38,35,71,85,124,89,84,141,193,34,147
662,1082633,1,44,19,83,43,73,89,84,118,195,100,122
663,1082633,2,43,19,27,83,183,89,84,151,103,243,141
664,1082632,1,44,13,75,113,16,89,84,30,12,17,162
665,1082632,2,64,13,115,6,96,89,84,71,205,111,105
666,1082631,1,29,11,29,36,184,46,69,60,89,175,29
667,1082631,2,38,11,97,105,83,89,84,76,201,149,221
668,1082630,1,48,13,114,143,124,89,84,17,35,12,162
669,1082630,2,40,13,9,76,147,140,138,120,178,83,198
670,1082629,1,33,24,27,83,183,89,84,55,50,161,141
671,1082629,2,31,24,76,81,158,112,84,152,195,206,63
672,1082628,1,48,46,83,43,124,89,84,60,76,86,143
673,1082628,2,39,46,96,25,124,89,84,107,216,243,141
674,1082627,1,34,35,86,3,101,29,39,0,205,128,141
675,1082627,2,48,35,132,7,137,89,84,141,193,183,141
676,1082626,1,48,32,115,6,124,89,84,55,189,196,141
677,1082626,2,38,32,116,136,100,112,84,30,12,164,141
678,1082625,1,35,37,6,98,101,89,84,107,103,241,202
679,1082625,2,45,37,83,59,57,36,84,141,33,165,141
680,1082624,1,43,24,29,159,104,89,84,152,195,100,165
681,1082624,2,48,24,27,70,7,146,84,4,136,89,141
682,1082623,1,25,32,96,110,36,40,19,30,12,17,141
683,1082623,2,41,32,115,6,167,140,84,73,74,175,141
684,1082622,1,58,11,132,7,124,89,84,120,212,197,154
685,1082622,2,26,11,131,124,84,104,84,0,9,111,141
686,1082621,1,39,19,76,81,158,89,84,170,92,149,221
687,1082621,2,32,19,29,159,104,33,60,81,151,48,141
688,1082620,1,36,24,86,3,132,89,84,65,74,86,143
689,1082620,2,33,24,101,45,130,89,84,141,15,34,141
690,1082618,1,47,46,41,169,124,89,84,81,151,48,141
691,1082618,2,27,46,76,111,100,89,84,107,216,243,141
692,1082617,1,31,11,132,7,137,132,84,152,195,100,141
693,1082617,2,48,11,142,24,124,89,84,0,205,246,96
694,1082616,1,24,37,35,143,84,104,84,76,203,210,221
695,1082616,2,60,37,34,159,124,89,84,181,104,160,141
696,1082615,1,48,24,115,6,124,89,84,141,33,183,141
697,1082615,2,55,24,6,14,101,84,84,30,40,12,162
698,1082614,1,55,46,132,7,124,89,84,124,107,48,159
699,1082614,2,58,46,71,85,158,89,84,0,187,111,105
700,1082613,1,62,11,27,155,124,89,84,30,90,12,135
701,1082613,2,43,11,115,6,196,64,109,110,195,200,86
702,1082612,1,53,16,6,135,124,89,84,76,201,149,5
703,1082612,2,21,16,34,156,66,24,129,141,33,247,141
704,1082611,1,61,35,153,43,73,89,84,70,145,238,154
705,1082611,2,42,35,35,143,84,89,84,107,93,243,200
706,1082610,1,40,37,101,45,149,22,1,124,107,196,141
707,1082610,2,58,37,76,81,124,89,84,52,89,71,109
708,1082609,1,45,35,6,98,124,89,84,107,216,243,141
709,1082609,2,45,35,83,43,193,49,84,141,33,38,141
710,1082608,1,29,13,97,129,83,40,62,0,109,244,141
711,1082608,2,30,13,102,7,169,89,84,60,89,175,141
712,1082607,1,52,19,35,143,84,89,84,152,195,100,165
713,1082607,2,35,19,27,155,183,89,84,120,212,69,141
714,1082606,1,67,46,150,85,124,89,84,216,159,139,202
715,1082606,2,63,46,83,43,26,89,84,55,151,48,141
716,1082605,1,37,13,34,159,181,89,84,30,125,12,141
717,1082605,2,43,13,115,6,124,89,84,76,236,149,5
718,1082604,1,55,11,1,24,183,89,84,0,109,226,204
719,1082604,2,45,11,102,7,172,89,84,152,195,206,125
720,1082603,1,36,37,35,143,84,89,84,141,33,173,141
721,1082603,2,55,37,86,135,101,29,84,120,212,69,141
722,1082602,1,29,19,76,166,158,112,84,153,35,134,141
723,1082602,2,46,19,115,6,177,155,109,155,97,161,47
724,1082601,1,41,11,35,143,84,104,84,102,74,86,143
725,1082601,2,36,11,97,129,83,89,84,120,72,83,198
726,1082600,1,37,46,83,169,73,89,84,76,5,258,121
727,1082600,2,34,46,34,159,181,24,84,31,129,105,202
728,1082599,1,36,24,150,85,158,89,84,141,62,183,141
729,1082599,2,36,24,66,98,157,89,84,81,151,173,141
730,1082598,1,30,16,133,24,124,89,84,30,40,256,17
731,1082598,2,39,16,115,6,177,89,84,110,195,154,165
732,1082597,1,34,46,132,7,77,133,84,171,216,91,141
733,1082597,2,48,46,41,96,73,89,84,8,109,244,141
734,1082596,1,26,35,34,159,181,89,84,60,89,175,141
735,1082596,2,41,35,96,129,0,89,84,76,236,4,79
736,1082595,1,31,20,26,24,183,89,84,29,222,183,141
737,1082595,2,46,20,6,135,22,89,84,218,143,100,141
738,1082594,1,32,16,35,143,124,89,84,155,151,48,141
739,1082594,2,32,16,76,81,158,112,28,120,174,83,141
740,1082593,1,61,37,115,6,124,89,84,0,109,244,105
741,1082593,2,53,37,102,7,124,89,84,30,116,268,141
742,1082592,1,40,24,97,105,83,89,84,160,188,100,122
743,1082592,2,47,24,73,24,183,89,84,65,74,86,143
744,1082591,1,42,35,34,159,37,24,84,191,109,244,207
745,1082591,2,49,35,102,7,124,89,84,168,236,149,13
746,981019,1,41,19,35,143,124,89,84,107,184,243,141
747,981019,2,38,19,83,43,73,89,84,120,22,191,198
748,981017,1,50,13,76,81,158,89,84,60,89,175,141
749,981017,2,49,13,96,129,83,40,84,124,107,196,141
750,981015,1,37,13,86,135,8,89,84,0,205,111,141
751,981015,2,38,13,102,7,169,89,84,141,46,183,153
752,981013,1,50,19,83,43,73,89,84,212,116,36,158
753,981013,2,34,19,115,6,196,144,84,77,129,105,202
754,981011,1,40,39,26,24,183,73,84,111,92,222,221
755,981011,2,49,39,34,159,181,24,84,152,143,100,165
756,981009,1,36,11,115,6,109,155,84,120,22,238,141
757,981009,2,37,11,35,68,168,104,84,11,35,134,40
758,981007,1,37,14,96,129,58,22,84,141,171,84,209
759,981007,2,41,14,6,98,157,89,84,60,89,175,141
760,981005,1,22,9,26,24,183,89,84,184,129,243,141
761,981005,2,31,9,83,59,57,153,84,152,4,100,165
762,981003,1,37,39,76,81,124,89,84,211,109,244,141
763,981003,2,24,39,102,7,77,133,110,124,107,173,141
764,981001,1,40,14,34,117,184,24,84,141,171,84,141
765,981001,2,56,14,6,98,94,23,84,76,5,92,168
766,980999,1,52,19,96,129,58,89,84,120,72,83,198
767,980999,2,39,19,35,143,84,89,84,60,89,175,141
768,980997,1,42,9,115,6,109,89,84,107,216,243,141
769,980997,2,33,9,41,96,73,153,97,30,241,88,17
770,980995,1,47,11,76,81,124,89,84,76,201,4,221
771,980995,2,49,11,146,55,181,24,84,124,107,173,141
772,980993,1,49,9,44,8,84,89,84,8,109,244,141
773,980993,2,29,9,102,63,16,133,110,120,72,173,141
774,980991,1,58,32,26,24,124,89,84,141,171,165,128
775,980991,2,41,32,86,135,61,29,84,152,195,154,165
776,980989,1,21,11,96,129,58,22,19,35,109,244,155
777,980989,2,33,11,102,7,124,89,84,60,89,133,141
778,980987,1,35,19,6,98,22,119,84,139,183,69,169
779,980987,2,51,19,44,8,19,104,84,141,33,247,141
780,980985,1,40,9,115,6,109,89,84,76,136,222,221
781,980985,2,47,9,34,29,23,147,84,212,35,12,19
782,980983,1,76,35,145,24,7,89,84,150,50,109,55
783,980983,2,56,35,76,81,158,27,78,152,250,100,165
784,980981,1,33,19,83,43,73,89,84,60,28,175,141
785,980981,2,45,19,96,129,124,89,84,216,176,243,141
786,980979,1,47,9,76,81,124,89,84,120,150,83,198
787,980979,2,56,9,35,8,84,89,84,124,97,173,141
788,980977,1,27,32,96,129,58,22,84,211,109,244,141
789,980977,2,44,32,102,7,169,89,84,60,89,175,141
790,980975,1,42,11,102,7,124,89,84,120,183,191,141
791,980975,2,45,11,35,8,124,89,84,211,109,244,141
792,980973,1,34,9,35,68,18,104,15,124,97,173,141
793,980973,2,35,9,76,81,158,112,28,181,145,191,161
794,980971,1,31,32,41,59,109,89,84,218,212,49,154
795,980971,2,32,32,76,8,19,89,84,154,136,243,212
796,980969,1,30,19,73,81,84,78,49,116,97,263,141
797,980969,2,50,19,96,101,183,89,84,91,159,268,187
798,980967,1,70,35,35,17,124,89,84,22,171,156,112
799,980967,2,64,35,26,159,60,10,27,4,151,196,141
800,980965,1,41,13,9,29,149,89,84,58,125,111,141
801,980965,2,30,13,10,148,16,129,84,60,35,86,141
802,980963,1,49,11,76,8,19,89,84,116,97,263,141
803,980963,2,30,11,90,105,183,155,4,218,85,238,141
804,980961,1,31,37,52,90,57,110,84,129,168,100,141
805,980961,2,49,37,71,83,84,65,84,154,136,250,141
806,980959,1,54,19,10,7,172,89,84,22,145,183,112
807,980959,2,39,19,26,159,189,42,84,103,72,111,155
808,980957,1,34,24,35,17,158,89,84,91,159,225,86
809,980957,2,24,24,73,81,84,78,49,75,44,161,141
810,980955,1,43,37,26,159,124,89,84,60,35,89,109
811,980955,2,45,37,9,129,41,57,132,192,145,139,161
812,980953,1,51,35,35,17,124,89,84,58,231,111,141
813,980953,2,38,35,10,7,172,129,84,36,90,196,141
814,980951,1,42,13,52,43,109,20,84,116,97,263,141
815,980951,2,49,13,96,170,124,89,84,206,136,243,141
816,980949,1,55,24,119,6,124,89,84,170,159,268,86
817,980949,2,44,24,101,81,124,89,84,30,74,271,109
818,980947,1,31,46,76,8,34,104,84,75,44,196,132
819,980947,2,51,46,35,17,124,89,84,147,250,238,48
820,980945,1,22,13,96,170,183,155,5,190,231,134,204
821,980945,2,36,13,11,69,172,8,84,116,185,173,141
822,980943,1,51,35,26,159,189,42,84,206,136,105,202
823,980943,2,24,35,79,59,57,20,99,192,145,139,141
824,980941,1,37,32,108,8,34,12,84,170,159,110,230
825,980941,2,31,32,101,81,124,89,84,181,178,276,71
826,980939,1,37,24,9,129,41,57,84,36,90,161,159
827,980939,2,47,24,35,17,124,89,84,60,35,133,141
828,980937,1,44,37,27,105,183,154,137,67,222,156,141
829,980937,2,33,37,26,159,189,89,84,116,97,263,14
830,980935,1,45,35,11,69,172,89,84,154,136,243,141
831,980935,2,33,35,41,96,73,89,84,190,125,111,78
832,980933,1,44,13,9,129,88,24,84,218,212,191,141
833,980933,2,32,13,22,118,34,12,50,60,35,133,58
834,980931,1,43,24,35,17,158,89,84,194,218,190,141
835,980931,2,39,24,115,43,73,77,121,36,90,161,159
836,980929,1,36,37,26,159,189,42,84,218,104,49,198
837,980929,2,49,37,22,26,19,104,84,192,129,156,141
838,980927,1,46,46,101,81,89,89,84,190,125,69,204
839,980927,2,38,46,11,69,172,89,84,170,159,268,86
840,980925,1,47,32,9,129,88,24,84,116,12,263,70
841,980925,2,36,32,27,105,183,107,84,60,35,86,141
842,980923,1,50,35,11,69,124,89,84,154,236,250,202
843,980923,2,50,35,115,43,124,89,84,187,231,192,96
844,980921,1,46,19,101,81,89,54,84,36,90,161,141
845,980921,2,49,19,35,17,124,89,84,129,241,100,187
846,980919,1,50,32,22,26,19,89,84,116,12,82,226
847,980919,2,64,32,27,105,183,89,84,143,104,83,198
848,980917,1,29,46,101,81,89,54,84,176,103,258,212
849,980917,2,52,46,115,43,124,89,84,129,241,144,183
850,980915,1,38,35,146,98,60,23,84,36,90,161,141
851,980915,2,46,35,35,17,158,89,84,192,145,148,141
852,980913,1,50,13,119,6,88,89,84,103,72,244,96
853,980913,2,37,13,11,148,87,129,117,30,74,133,141
854,980911,1,64,37,146,98,60,89,84,116,97,263,70
855,980911,2,34,37,27,105,183,115,84,192,145,139,141
856,980909,1,52,11,101,71,102,89,84,60,35,133,125
857,980909,2,44,11,9,129,41,91,84,129,201,90,163
858,980907,1,42,19,67,26,19,89,84,165,90,173,141
859,980907,2,38,19,35,17,158,89,84,141,212,106,141
860,980905,1,49,32,146,98,189,42,84,86,136,258,141
861,980905,2,55,32,115,43,124,89,84,192,145,25,141
862,980903,1,31,11,145,24,186,89,84,103,219,111,155
863,980903,2,45,11,11,69,124,89,84,81,142,12,226
864,980901,1,43,46,9,129,88,89,84,42,104,83,198
865,980901,2,38,46,67,26,19,89,84,60,35,89,141
866,829823,1,42,11,15,144,124,89,84,165,90,161,159
867,829823,2,48,11,35,17,158,37,84,26,109,192,105
868,829821,1,34,17,27,105,183,89,84,91,159,222,163
869,829821,2,46,17,71,110,102,59,84,112,142,23,235
870,829819,1,55,24,9,129,124,89,84,192,145,173,141
871,829819,2,86,24,146,166,101,89,84,30,74,154,109
872,829817,1,37,46,67,26,19,104,84,111,236,250,202
873,829817,2,45,46,115,43,124,89,84,181,104,83,154
874,829815,1,52,35,11,69,86,89,84,91,187,222,187
875,829815,2,34,35,61,83,84,51,84,58,42,111,105
876,829813,1,39,19,35,17,46,121,84,112,142,263,23
877,829813,2,17,19,27,105,183,89,84,124,182,220,141
878,829811,1,41,3,9,129,126,89,84,111,236,243,141
879,829811,2,30,3,115,43,109,89,84,30,74,133,58
880,829809,1,42,33,76,75,124,89,84,26,72,111,105
881,829809,2,47,33,59,156,169,133,84,87,115,191,101
882,829807,1,55,35,71,71,84,89,84,192,43,25,141
883,829807,2,66,35,146,82,124,89,84,212,159,100,141
884,829805,1,25,46,27,105,183,155,84,30,74,195,109
885,829805,2,51,46,119,29,124,89,84,112,142,263,23
886,829803,1,35,33,35,17,158,89,84,194,175,258,202
887,829803,2,52,33,115,43,124,89,84,36,90,161,159
888,829801,1,48,39,146,82,157,89,84,141,115,106,154
889,829801,2,62,39,67,85,124,89,84,192,43,25,161
890,829799,1,45,35,115,43,109,153,84,116,12,23,122
891,829799,2,36,35,27,170,183,89,84,111,236,243,141
892,829797,1,60,22,35,41,158,89,84,30,74,133,158
893,829797,2,64,22,29,129,124,89,84,124,182,115,141
894,829795,1,65,46,67,85,124,89,84,212,201,100,187
895,829795,2,47,46,71,71,84,89,84,87,141,191,182
896,829793,1,53,39,146,82,157,89,84,211,219,111,105
897,829793,2,44,39,11,69,172,89,84,107,43,197,24
898,829791,1,34,11,112,170,186,146,136,4,199,196,132
899,829791,2,64,11,35,41,158,89,84,177,185,153,141
900,829789,1,49,22,29,103,149,89,84,111,188,243,141
901,829789,2,49,22,115,43,109,89,84,30,74,109,141
902,829787,1,44,3,61,83,84,58,84,140,23,156,141
903,829787,2,48,3,146,82,60,23,84,129,100,102,141
904,829785,1,35,19,132,148,124,89,84,42,104,191,71
905,829785,2,71,19,67,85,34,52,95,92,72,244,105
906,829783,1,55,46,115,43,109,89,84,140,145,25,161
907,829783,2,46,46,146,82,189,89,84,111,236,243,212
908,829781,1,53,11,67,85,124,89,84,4,90,161,141
909,829781,2,60,11,35,41,124,89,84,141,51,106,141
910,829779,1,70,22,146,82,124,89,84,4,90,161,141
911,829779,2,100,22,35,41,158,89,84,120,222,183,141
912,829777,1,32,3,146,82,59,150,84,111,236,243,141
913,829777,2,59,3,115,43,109,89,84,120,129,183,141
914,829775,1,37,33,108,6,18,12,23,206,136,250,141
915,829775,2,38,33,115,43,109,89,84,181,188,49,92
916,829773,1,59,35,35,17,158,37,84,81,168,63,141
917,829773,2,40,35,73,26,70,130,59,4,151,173,141
918,829771,1,35,19,11,148,167,56,84,192,30,25,141
919,829771,2,51,19,146,166,100,42,84,201,50,69,96
920,829769,1,49,46,35,17,124,89,84,30,230,86,109
921,829769,2,46,46,29,129,88,89,84,4,151,173,141
922,829767,1,53,13,115,43,124,89,84,175,84,263,23
923,829767,2,41,13,27,158,84,89,84,111,218,124,141
924,829765,1,51,22,73,145,76,89,84,201,50,69,155
925,829765,2,42,22,11,148,167,89,84,83,168,17,141
926,829761,1,57,11,71,159,124,89,84,154,174,238,141
927,829761,2,17,11,108,8,12,12,23,192,30,156,141
928,829759,1,47,33,27,158,84,89,84,200,35,184,141
929,829759,2,65,33,29,129,124,89,84,175,84,263,23
930,829757,1,31,13,9,105,181,104,84,201,50,69,207
931,829757,2,42,13,11,148,167,89,84,154,174,238,141
932,829753,1,69,22,35,136,26,37,28,144,236,190,65
933,829753,2,38,22,115,43,109,89,84,124,5,173,141
