,ID,innings,total_run,Venue,batter1,batter2,batter3,batter4,batter5,bowler1,bowler2,bowler3,bowler4
1865,335997,2,36,11,47,37,141,143,123,132,226,173,141
1866,335996,1,83,19,55,129,124,89,84,67,110,168,141
1867,335996,2,44,19,145,41,143,76,38,72,31,121,161
1868,335995,1,55,33,147,7,122,89,84,30,135,253,141
1869,335995,2,31,33,14,73,139,89,84,206,231,243,18
1870,335994,1,47,7,106,35,112,89,84,129,82,275,177
1871,335994,2,53,7,150,151,124,89,84,132,226,158,141
1872,335993,1,51,22,152,57,172,89,84,131,179,33,141
1873,335993,2,34,22,101,70,1,28,56,200,138,173,141
1874,335992,1,59,19,29,95,161,67,84,109,114,85,161
1875,335992,2,54,19,55,129,131,66,84,99,6,145,201
1876,335991,1,57,33,14,109,139,89,84,57,194,201,92
1877,335991,2,51,33,108,54,124,89,84,63,35,269,215
1878,335990,1,44,35,101,70,124,89,84,206,231,243,53
1879,335990,2,60,35,147,100,3,130,84,131,107,33,98
1880,335989,1,38,22,150,151,118,44,84,168,223,113,67
1881,335989,2,55,22,145,41,124,89,84,129,82,217,236
1882,335988,1,75,35,106,35,112,89,84,200,138,196,141
1883,335988,2,52,35,152,57,172,89,84,132,226,173,141
1884,335987,1,37,38,100,29,115,106,106,57,83,106,141
1885,335987,2,27,38,47,118,38,89,84,99,6,242,135
1886,335986,1,43,11,99,10,139,89,84,109,31,121,145
1887,335986,2,62,11,55,129,99,89,84,30,243,72,80
1888,335985,1,55,46,152,57,172,89,84,129,249,26,141
1889,335985,2,64,46,150,97,175,89,84,200,138,196,141
1890,335984,1,52,13,145,41,143,89,84,131,179,125,34
1891,335984,2,62,13,101,70,101,28,84,130,110,248,141
1892,335983,1,46,33,145,41,143,89,84,200,138,173,141
1893,335983,2,67,33,152,57,172,89,84,130,110,76,210
1894,335982,1,44,19,152,57,172,89,84,129,249,142,177
1895,335982,2,31,19,150,151,118,44,84,200,138,274,141
